4.356001032532651673e-04,-1.866513116855695784e-04,-1.888366883271399210e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.356001032532651673e-04,-1.866513116855695784e-04,-1.888366883271399210e-04,3.214710242160929293e-02,2.950253616850248214e-02,-3.115305450731126538e-02,-1.393104871191928971e-03,-4.586124904751221658e-04,-9.014551530663973472e-04,-1.330130670213278436e-03,-4.378812765200739191e-04,-8.607055877204139146e-04,-2.533682671499501611e-03,-8.340926401727876468e-04,-1.639504209402476223e-03
-1.866513116855695784e-04,-4.531136057408735270e-04,1.461382809945906353e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.866513116855695784e-04,-4.531136057408735270e-04,1.461382809945906353e-04,1.320212577340876790e-03,8.692324469913706225e-04,8.542877536339045378e-04,3.461032798192462123e-02,3.062755302930090032e-02,-2.917174115204293830e-02,1.320212577340876790e-03,8.692324469913706225e-04,8.542877536339045378e-04,2.514790317080595108e-03,1.655746490000121465e-03,1.627279278891746641e-03
-1.888366883271399210e-04,1.461382809945906353e-04,4.403654946307251211e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.888366883271399210e-04,1.461382809945906624e-04,4.403654946307251211e-04,1.995196005319917545e-03,-1.751525106080295676e-03,8.607055877204139146e-04,2.089657306787893239e-03,-1.834449961900488663e-03,9.014551530663973472e-04,3.547242909714248826e-02,2.818889233894226326e-02,-2.943164333187043777e-02,3.800524007249252417e-03,-3.336370560691150587e-03,1.639504209402476223e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.717707188614390340e-05,-2.208567085350937294e-04,-2.460617557189147481e-04,1.717707188614390340e-05,-2.208567085350937294e-04,-2.460617557189147481e-04,1.717707188614390340e-05,-2.208567085350937294e-04,-2.460617557189147481e-04,-3.016070396338187479e-02,2.829643133211215064e-02,3.003646393968044045e-02,-1.437594878626502872e-03,-3.505822235743073952e-04,-6.189418429495130566e-04,-1.857418961849928267e-03,-4.529635430925947875e-04,-7.996928289527169753e-04,-3.378144987266643029e-03,-8.238187258456657232e-04,-1.454425941032236585e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.208567085350937294e-04,2.926434380233491287e-04,2.069399623077348050e-04,-2.208567085350937294e-04,2.926434380233491287e-04,2.069399623077348050e-04,-2.208567085350937294e-04,2.926434380233491287e-04,2.069399623077348050e-04,1.997703768028901740e-03,9.743488091825667531e-04,8.600910244145607616e-04,-2.695767017616099159e-02,2.971925463634412720e-02,3.176338687681379280e-02,1.872438685265387110e-03,9.132527216764534366e-04,8.061594179963827095e-04,3.405461820145063660e-03,1.660960810245132660e-03,1.466186925393468633e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.460617557189147481e-04,2.069399623077348050e-04,1.718618999904043994e-03,-2.460617557189148023e-04,2.069399623077348592e-04,1.718618999904043994e-03,-2.460617557189148023e-04,2.069399623077348592e-04,1.718618999904043994e-03,3.034043636333437054e-03,-1.973076523410191314e-03,8.708510711333023336e-04,2.201025029193027453e-03,-1.431354104645358484e-03,6.317526159842304931e-04,-2.591847495759345976e-02,2.752602042161940432e-02,3.234525036630727518e-02,5.172098050544465288e-03,-3.363480049560959358e-03,1.484529448879724463e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.717707188614390340e-05,-2.208567085350937294e-04,-2.460617557189148023e-04,1.381190810700724889e-03,-4.028632025804210204e-04,-4.426101607515237112e-04,1.381190810700724889e-03,-4.028632025804210204e-04,-4.426101607515237112e-04,7.840904507039996030e-04,-3.949087583607732016e-03,6.035226987929033504e-02,-2.607740160649826226e-03,-6.613561075656626369e-04,-1.278085474712924987e-03,-3.222030939923559850e-03,-8.153850056940359142e-04,-1.568379682622720239e-03,-5.977508944201362362e-03,-1.514172688908210903e-03,-2.918649422655190950e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.208567085350937294e-04,2.926434380233491287e-04,2.069399623077348592e-04,-4.028632025804210204e-04,1.141939383032161128e-03,3.710849597546610939e-04,-4.028632025804210204e-04,1.141939383032161128e-03,3.710849597546610939e-04,3.509569222798673317e-03,1.777408577348676532e-03,1.711725861476380128e-03,7.070904370852434950e-03,-1.898813831085779252e-03,6.397747899668621008e-02,3.254122447859757010e-03,1.647163691443852794e-03,1.584462819476778125e-03,6.037344751027533610e-03,3.058941886965132334e-03,2.948728367117989507e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.460617557189147481e-04,2.069399623077348050e-04,1.718618999904043994e-03,-4.426101607515237112e-04,3.710849597546610939e-04,1.214574294051288909e-03,-4.426101607515237112e-04,3.710849597546612023e-04,1.214574294051288909e-03,5.318878645263201352e-03,-3.591262027753112755e-03,1.728883812254151811e-03,3.991552388621839344e-03,-2.699456793387983167e-03,1.304156134075547865e-03,9.260149729689012843e-03,-6.442478978276003354e-03,6.491309763809141598e-02,9.149580465340874380e-03,-6.180446859964152870e-03,2.978208478564378647e-03
4.356001032532651673e-04,-1.866513116855695784e-04,-1.888366883271399210e-04,1.717707188614390340e-05,-2.208567085350937294e-04,-2.460617557189148023e-04,1.381190810700724889e-03,-4.028632025804210204e-04,-4.426101607515237112e-04,1.816790913953990165e-03,-5.895145142659906530e-04,-6.314468490786636322e-04,3.293119287231328907e-02,2.555344858489475013e-02,2.919921537197907313e-02,-4.000845031841755196e-03,-1.119968598040784911e-03,-2.179540627779322226e-03,-4.552161610136838503e-03,-1.253266282214109996e-03,-2.429085270343134262e-03,-8.511191615700864840e-03,-2.348265329080998550e-03,-4.558153632057667173e-03
